vType_accel;vType_color;vType_decel;vType_hphm;vType_hpzl;vType_id;vType_lcCooperative;vType_lcKeepRight;vType_lcSpeedGain;vType_lcStrategic;vType_length;vType_maxSpeed;vType_minGap;vType_sigma;vType_tau;vType_width;vehicle_depart;vehicle_id;vehicle_type;route_edges
;;;;;;;;;;;;;;;;25515.0;617;vtype617;19775516 19775515
3;1,0,0;4;54da6a2e8c9fa7b132f34708ae5bf159;02;vtype618;1;1;1;1;4.3;9.54900443318857;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25516.0;618;vtype618;60267 69749704 63393
3;1,0,0;4;8dbc351a6072cefb143af1bc1bf15326;02;vtype619;1;1;1;1;4.3;7.0127662062109755;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25516.146;619;vtype619;19775516 19775515
3;1,0,0;4;099009c4069645017c393b6091f2e3ea;02;vtype620;1;1;1;1;4.3;11.830904343475737;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25517.0;620;vtype620;60267 69749704 63393
3;1,0,0;4;6a4a060a48c311a126f8c4b4e596e03e;02;vtype621;1;1;1;1;4.3;10.612962658889286;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25517.0;621;vtype621;70349122
3;1,0,0;4;4855731ec10d1de88a18fdb55dd06db1;02;vtype622;1;1;1;1;4.3;12.849034545551406;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25518.0;622;vtype622;63397 64135
3;1,0,0;4;94dee4fd7cb7264af4dc689db0a8e08b;02;vtype623;1;1;1;1;4.3;10.470153063114262;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25522.0;623;vtype623;60267 69749704 63393
3;1,0,0;4;e4c6481c821bdf778fd5c73d5da42aa7;02;vtype624;1;1;1;1;4.3;9.263393908622895;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25523.0;624;vtype624;19775675 19775669 13467406 63207
3;1,0,0;4;f22927f5c705431238d16e6ad914c7c6;02;vtype626;1;1;1;1;4.3;8.11008346760961;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25528.0;626;vtype626;60267 69749704 63393
3;1,0,0;4;829c99104dcfdf78c720b635a7c92eb1;02;vtype632;1;1;1;1;4.3;7.767590325667419;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25542.685;632;vtype632;89156371 89156372
3;1,0,0;4;6fdf3eb46e008249a8fde5cbd6b521e6;02;vtype634;1;1;1;1;4.3;9.612015721503067;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25545.615;634;vtype634;13467166 13085807
3;1,0,0;4;3e23d1ab08417f0cc218e79b941251d3;02;vtype635;1;1;1;1;4.3;7.2273929539065165;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25548.0;635;vtype635;95608492 95608504 95608508 95608507
3;1,0,0;4;cb9ab91f5b91d1570170302590d7a783;02;vtype639;1;1;1;1;4.3;5.185395285170925;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25551.0;639;vtype639;13467402 19775667 63301
3;1,0,0;4;18fbf238558b9d504644343b4f8d6af5;02;vtype640;1;1;1;1;4.3;7.028992146114426;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25554.0;640;vtype640;19775516 19775515
3;1,0,0;4;49e8b263ed9d8190418d7936897a5170;02;vtype641;1;1;1;1;4.3;9.814778294704952;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25556.0;641;vtype641;60267 69749704 63393
3;1,0,0;4;6ec88c387f6e8c231035c75b2f7d312b;02;vtype642;1;1;1;1;4.3;6.836705935431799;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25556.0;642;vtype642;13467402 19775667 63301
3;1,0,0;4;9b6e831533dc2db3e97aecf8e053aef0;02;vtype643;1;1;1;1;4.3;6.141028054055656;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25558.737;643;vtype643;89156519 64129 63402
3;1,0,0;4;88cb11c5ed2695490935ce75ff8d62e0;02;vtype644;1;1;1;1;4.3;10.84473423645895;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25565.309;644;vtype644;89156519 64129 63402
3;1,0,0;4;fc49e9546d9b52be5685fd50ef9b70b6;02;vtype645;1;1;1;1;4.3;6.562860184975086;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25566.0;645;vtype645;-70349122
3;1,0,0;4;7b195d231bb7b768aecae33b2462f13b;02;vtype646;1;1;1;1;4.3;6.271943902757235;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25568.38;646;vtype646;89156519 64129 63402
3;1,0,0;4;23adff21b8c0e2052f341633504a04b8;02;vtype647;1;1;1;1;4.3;8.741727707346305;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25570.0;647;vtype647;60267 69749704 63393
3;1,0,0;4;203af039de25c69b2772c437f60c462d;02;vtype650;1;1;1;1;4.3;9.01047936926318;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25578.457000000002;650;vtype650;89156519 64129 63402
3;1,0,0;4;6b57b0872c36e687f4cfdf5907fbbf1a;02;vtype652;1;1;1;1;4.3;8.822667535850176;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25580.91;652;vtype652;89156519 64129 63402
3;1,0,0;4;43e4a10ffc414f83c49859c863a7b060;02;vtype654;1;1;1;1;4.3;10.591708917613527;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25582.0;654;vtype654;63219 19775652 64075 63251 19775647 19775648 63257
3;1,0,0;4;45b094f6a9ab8fb04f296e9a0fdf249d;02;vtype656;1;1;1;1;4.3;8.30193978243676;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25586.0;656;vtype656;63397 64135
3;1,0,0;4;ab544bfea9e60523f72f107dcbdfeb2f;01;vtype659;1;1;1;1;4.3;8.17350007239772;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25595.0;659;vtype659;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;19abeef7eeeddb28e5dae67d011af3d8;02;vtype660;1;1;1;1;4.3;9.697933831957114;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25596.0;660;vtype660;63397 64135
3;1,0,0;4;8a7f175998fc6b75ea4acdc6df5800a3;02;vtype661;1;1;1;1;4.3;9.509791311159464;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25597.0;661;vtype661;-70349122
3;1,0,0;4;9ea8ab83c7356a2584d64df4b6a6145d;02;vtype662;1;1;1;1;4.3;8.859719134392549;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25599.0;662;vtype662;63397 64135
3;1,0,0;4;c00c04ac4f9e77752d40de36ee04b190;02;vtype664;1;1;1;1;4.3;6.134501543010069;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25609.0;664;vtype664;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;0221b62d27d4cdefb10761186591bc42;02;vtype665;1;1;1;1;4.3;11.178104497910184;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25614.0;665;vtype665;60267 69749704 63393
3;1,0,0;4;da384189d8e1aeac2a952823e9fc1273;02;vtype668;1;1;1;1;4.3;9.972882576670152;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25623.0;668;vtype668;64166 64170 64153 70349217 70349218 60141
3;1,0,0;4;df3a61f8adac3ed47eca1c5a605f7169;02;vtype670;1;1;1;1;4.3;8.674924025865451;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25626.635000000002;670;vtype670;19775516 19775515
3;1,0,0;4;e263329ed8f0cf496e97cb8dba0d15c8;02;vtype672;1;1;1;1;4.3;8.247693090848582;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25629.0;672;vtype672;19775675 19775669 13467406 63207
3;1,0,0;4;fe725c6a87c59e9f220fd38690a40117;02;vtype674;1;1;1;1;4.3;9.13993720622793;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25632.09;674;vtype674;89156371 89156372
3;1,0,0;4;2a91ed7e98e772da51ef10e8c51389cc;02;vtype676;1;1;1;1;4.3;11.53964354809457;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25636.0;676;vtype676;19775675 19775669 13467406 63207
3;1,0,0;4;6fe43f0941b3a78b2278a8bcf8228de4;01;vtype678;1;1;1;1;4.3;6.735995648702823;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25639.0;678;vtype678;19775675 19775669 13467406 63207
3;1,0,0;4;1cbd231150740712c0d2768a495552c1;02;vtype680;1;1;1;1;4.3;8.984422630165716;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25643.0;680;vtype680;60267 69749704 63393
3;1,0,0;4;d626c81f62bb5259e518a7e7dc6fc1b0;02;vtype682;1;1;1;1;4.3;9.587533890125696;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25647.0;682;vtype682;60267 69749704 63393
3;1,0,0;4;78b799bcdce7863efaac9ff200e7cffb;02;vtype685;1;1;1;1;4.3;8.680137520945147;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25670.0;685;vtype685;60267 69749704 63393
3;1,0,0;4;a5c5b0fc456c01d75f44759ee0ceb763;01;vtype688;1;1;1;1;4.3;9.330173999814695;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25675.0;688;vtype688;19775516 19775515
3;1,0,0;4;ee0e1af17286e76817c944c11c2d1ca0;02;vtype690;1;1;1;1;4.3;5.523799016629935;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25682.0;690;vtype690;13467402 19775667 63301
3;1,0,0;4;7cdfdc1fdf059a99d84dccc3aaa8f3de;02;vtype691;1;1;1;1;4.3;6.757049296532344;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25686.0;691;vtype691;64166 64170 64153 70349217 70349218 60141
3;1,0,0;4;93e628c1e570ee8fbe1fe2e3be651fb6;02;vtype696;1;1;1;1;4.3;9.837450278978585;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25698.844;696;vtype696;89156519 64129 63402
3;1,0,0;4;8198c7e16ace9cded046ca2bbd3260b3;02;vtype698;1;1;1;1;4.3;11.83765656547542;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25702.620000000003;698;vtype698;89156519 64129 63402
3;1,0,0;4;346afdce6a46d5b1375f4e42492cde9c;02;vtype702;1;1;1;1;4.3;7.334131751724078;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25713.0;702;vtype702;95608510 95608511 95608502 95608494
3;1,0,0;4;4c7a5a40ad8ce8c253d5dc88ab29530c;02;vtype703;1;1;1;1;4.3;6.808299073051449;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25713.0;703;vtype703;70349122
3;1,0,0;4;da41ffe7e2f98826815463e293d5e961;02;vtype706;1;1;1;1;4.3;11.160753309514106;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25727.0;706;vtype706;95608510 95608511 95608502 95608494
3;1,0,0;4;d7f1706d265f40cca580f69c3bc66220;02;vtype709;1;1;1;1;4.3;8.634341847602036;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25728.0;709;vtype709;89156370 89156369
3;1,0,0;4;10c0bb657f7719a6c8a1b2669f9ec3f5;02;vtype710;1;1;1;1;4.3;11.741574752167741;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25729.0;710;vtype710;13467402 19775667 63301
3;1,0,0;4;11efa069358ddfedffc1d7d87264cdf4;02;vtype712;1;1;1;1;4.3;10.336161772265001;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25735.0;712;vtype712;19775675 19775669 13467406 63207
3;1,0,0;4;db6a7398267cf8a3ee7eac8da0408970;02;vtype713;1;1;1;1;4.3;8.919525883761784;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25736.201;713;vtype713;19775501 19775502 89156522
3;1,0,0;4;e908547c8212152d88fe41217688c20f;02;vtype716;1;1;1;1;4.3;6.989886795000972;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25742.0;716;vtype716;63397 64135
3;1,0,0;4;a0fb2d6b2d18a662cbd9fe9f07da0b74;02;vtype718;1;1;1;1;4.3;11.2345526134964;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25749.0;718;vtype718;-70349122
3;1,0,0;4;53f82dc5d32818827a115168486bc0c9;02;vtype719;1;1;1;1;4.3;7.8369416958314115;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25751.0;719;vtype719;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;5928e229d6fe05e04bcf3d49ee89bdb4;01;vtype720;1;1;1;1;4.3;11.564637329192434;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25754.0;720;vtype720;60140 70349219 64157 64163 64161 60564 61357 89156329 13467379 13467378
3;1,0,0;4;6eb24908f984a4ef6b288cbf9f1826bc;02;vtype722;1;1;1;1;4.3;9.784743901470323;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25760.0;722;vtype722;60267 69749704 63393
3;1,0,0;4;1b956ffa86759eee6f7d74f6002f1f48;02;vtype725;1;1;1;1;4.3;8.582975038090067;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25768.0;725;vtype725;60140 70349219 64157 64163 64161 60564 61357 89156329 13467379 13467378
3;1,0,0;4;423bec848954d604e58139d8d56a1884;02;vtype726;1;1;1;1;4.3;12.817711908318136;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25768.0;726;vtype726;63397 64135
3;1,0,0;4;b80f75c826a9674d86488dfd17c14bab;02;vtype727;1;1;1;1;4.3;10.524013382245132;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25772.0;727;vtype727;-70349122
3;1,0,0;4;536f508adb03bb942df1287c455e33af;02;vtype728;1;1;1;1;4.3;8.098610470992405;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25773.0;728;vtype728;19775516 19775515
3;1,0,0;4;a8c768b99918a9985509931f6155d32a;02;vtype729;1;1;1;1;4.3;9.48341220434641;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25773.0;729;vtype729;13467166 13085807
3;1,0,0;4;d6b575186e167b65bba0d6ad7edba6ff;02;vtype731;1;1;1;1;4.3;6.023020215114611;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25780.0;731;vtype731;63397 64135
3;1,0,0;4;986fee52d319485abf3a3edab3f23085;02;vtype732;1;1;1;1;4.3;8.120500171803318;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25781.737;732;vtype732;89156519 64129 63402
3;1,0,0;4;046e97b2902027db398e58675a8ec166;01;vtype734;1;1;1;1;4.3;11.313076005606925;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25785.432;734;vtype734;19775516 19775515
3;1,0,0;4;c09ebf64b60a2b9f571d10c5b11284c2;02;vtype736;1;1;1;1;4.3;7.966698596190799;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25787.0;736;vtype736;-70349122
3;1,0,0;4;90b48f7d2a3eeedddd891e8ba35ce984;02;vtype739;1;1;1;1;4.3;9.043934305241107;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25791.0;739;vtype739;95608510 95608511 95608502 95608494
3;1,0,0;4;5bf69f5ad3b5f5c9b5047221b363a696;02;vtype740;1;1;1;1;4.3;11.098342418134376;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25793.0;740;vtype740;13467402 19775667 63301
3;1,0,0;4;03563752127d669f0820f88ad19b66c3;02;vtype741;1;1;1;1;4.3;10.943888269731337;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25796.0;741;vtype741;13467402 19775667 63301
3;1,0,0;4;91f8bf85165ff52ab0ad85e82e8361dc;02;vtype744;1;1;1;1;4.3;10.00936190443528;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25806.359;744;vtype744;89156371 89156372
3;1,0,0;4;eb1aa2d42c5ed9da0564192108801f8e;02;vtype751;1;1;1;1;4.3;10.35301441829958;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25828.832000000002;751;vtype751;89156371 89156372
3;1,0,0;4;1ae8aff945dd8ef5e0ea6eb5e0fb72ca;02;vtype755;1;1;1;1;4.3;12.005854189212652;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25833.0;755;vtype755;13467402 19775667 63301
3;1,0,0;4;8000a43ac6d6fa25fd1fadfc6d40b8a8;02;vtype757;1;1;1;1;4.3;9.63014123575114;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25835.0;757;vtype757;60267 69749704 63393
3;1,0,0;4;232d299199a48ad7fa5f548f5861016a;02;vtype759;1;1;1;1;4.3;10.46646774646951;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25836.0;759;vtype759;60267 69749704 63393
3;1,0,0;4;fb4e3914e8df1f90965caa5345d18c7c;02;vtype760;1;1;1;1;4.3;7.461839900199967;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25837.0;760;vtype760;13467402 19775667 63301
3;1,0,0;4;9687127e18aa8f7da37eab10d5d074f9;02;vtype761;1;1;1;1;4.3;10.168785670335025;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25843.0;761;vtype761;19775516 19775515
3;1,0,0;4;8c08222475cfe80db53272c8e2187559;02;vtype764;1;1;1;1;4.3;11.194069065458097;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25847.0;764;vtype764;13467402 19775667 63301
3;1,0,0;4;ff9615454ff52d9163a90fb02714cca2;02;vtype766;1;1;1;1;4.3;11.7518608651321;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25849.973;766;vtype766;89156519 64129 63402
3;1,0,0;4;4d9fab34d1c98415cdfac8d37ca6f487;01;vtype769;1;1;1;1;4.3;9.841203572656472;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25867.0;769;vtype769;19775516 19775515
3;1,0,0;4;7b16f58188f6ada907c154dd67aa9abd;02;vtype771;1;1;1;1;4.3;8.543297293467408;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25867.0;771;vtype771;60267 69749704 63393
3;1,0,0;4;45641d404fdbc1965c7b90c13bfdd674;02;vtype772;1;1;1;1;4.3;6.241362657568446;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25868.878;772;vtype772;89156519 64129 63402
3;1,0,0;4;de77c035a9eec85e0b99e9800fbb5a0e;02;vtype774;1;1;1;1;4.3;8.077145261935883;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25872.0;774;vtype774;60140 70349219 64157 64163 64161 60564 61357 89156329 13467379 13467378
3;1,0,0;4;e409c38f8a9d13d8109ae20191c2f519;02;vtype780;1;1;1;1;4.3;9.610011350862159;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25887.0;780;vtype780;64166 64170 64153 70349217 70349218 60141
3;1,0,0;4;5daac85dbe50ae6c9c04b97ba9670e12;02;vtype781;1;1;1;1;4.3;10.609913630491175;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25888.0;781;vtype781;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;e4edc01e9764a85c7acc3ef815561872;02;vtype783;1;1;1;1;4.3;9.652169366160509;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25890.0;783;vtype783;64166 64170 64153 70349217 70349218 60141
3;1,0,0;4;6c1d005f78665f0dd8ba0956438b0063;02;vtype784;1;1;1;1;4.3;10.860203785555115;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25894.0;784;vtype784;95608510 95608511 95608502 95608494
3;1,0,0;4;b0f9338a255acec99c5469a652b1d33d;02;vtype786;1;1;1;1;4.3;9.643850299774146;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25897.0;786;vtype786;63397 64135
3;1,0,0;4;89fa00fb67dbb20e7635275a37e07dfa;02;vtype788;1;1;1;1;4.3;10.078737412187467;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25898.0;788;vtype788;70349122
3;1,0,0;4;e6d1bd8e23d2f43974e1fd4d31a4b1ef;02;vtype789;1;1;1;1;4.3;9.00051850333518;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25900.0;789;vtype789;63397 64135
3;1,0,0;4;cecd267688fe197096429d74d2abb479;02;vtype790;1;1;1;1;4.3;10.039419781755372;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25901.0;790;vtype790;13467166 13085807
3;1,0,0;4;2705f1b5b5af6d78e1a7f88a0b311f82;02;vtype792;1;1;1;1;4.3;10.514138637929976;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25904.0;792;vtype792;89156370 89156369
3;1,0,0;4;a3578404729c501e3ce544acbfcd7880;02;vtype793;1;1;1;1;4.3;8.125644652148656;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25905.0;793;vtype793;63397 64135
3;1,0,0;4;ed5b85a784b1dc3d4e60bd3238ccfd2c;02;vtype794;1;1;1;1;4.3;8.479695568654105;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25905.0;794;vtype794;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;3307eeb6a68901fa539468b3fa79b276;02;vtype795;1;1;1;1;4.3;9.284365432580909;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25909.0;795;vtype795;63397 64135
3;1,0,0;4;fc49e9546d9b52be5685fd50ef9b70b6;02;vtype798;1;1;1;1;4.3;8.293377688690954;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25916.0;798;vtype798;70349122
3;1,0,0;4;168ee2639cbbfbc0e53031fc35f030d8;02;vtype802;1;1;1;1;4.3;5.641700962436969;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25934.0;802;vtype802;89156370 89156369
3;1,0,0;4;1884c6d03395814a8843a203a2a30381;02;vtype803;1;1;1;1;4.3;7.241694452085176;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25938.0;803;vtype803;63397 64135
3;1,0,0;4;5ac13f53fda9b8d17422bb31e28d91ad;02;vtype805;1;1;1;1;4.3;10.319663110309616;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25939.0;805;vtype805;60267 69749704 63393
3;1,0,0;4;6a7cc1cf06d0397d4b85e67e91347d99;02;vtype806;1;1;1;1;4.3;8.814577422162312;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25939.0;806;vtype806;13467402 19775667 63301
3;1,0,0;4;4099601930e00c3376c94778167e3702;02;vtype807;1;1;1;1;4.3;7.16605738510605;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25941.0;807;vtype807;13467402 19775667 63301
3;1,0,0;4;eb01742a108ef68120cc31a1fb6d496a;02;vtype808;1;1;1;1;4.3;6.907311584875448;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25946.0;808;vtype808;60267 69749704 63393
3;1,0,0;4;44b48a64f6ae9e6adffc78e0829609c9;01;vtype810;1;1;1;1;4.3;12.271823051027162;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25949.0;810;vtype810;13467402 19775667 63301
3;1,0,0;4;f0f237a5da0a7a2b419e5ee44808df05;02;vtype816;1;1;1;1;4.3;10.796069802733948;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25952.0;816;vtype816;60267 69749704 63393
3;1,0,0;4;17b422144c0d2dc93817d5769314858f;02;vtype819;1;1;1;1;4.3;8.036537934156929;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25957.0;819;vtype819;60267 69749704 63393
3;1,0,0;4;3dba20e48c5936aee842e4b44a8db410;02;vtype822;1;1;1;1;4.3;9.495084145830784;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25957.893;822;vtype822;19775675 19775669 13467406 63207
3;1,0,0;4;97be45cf5391a40e10be9a15e19da61f;02;vtype824;1;1;1;1;4.3;5.690555473904949;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25961.0;824;vtype824;95608510 95608511 95608502 95608494
3;1,0,0;4;092dc614cc88d8b0b134ff1de76733a8;02;vtype825;1;1;1;1;4.3;6.651345902871837;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25966.0;825;vtype825;60267 69749704 63393
3;1,0,0;4;b54d0d2f3ec19f772c8d2b7f5b48fa76;02;vtype826;1;1;1;1;4.3;9.581738053571431;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25969.0;826;vtype826;70349122
3;1,0,0;4;82cbe66a29e2030858e0e614a8862905;02;vtype830;1;1;1;1;4.3;5.9376877453106935;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25975.0;830;vtype830;13467402 19775667 63301
3;1,0,0;4;364486178255e830d0ba85b630ee4117;02;vtype831;1;1;1;1;4.3;6.95320988460996;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25981.0;831;vtype831;63397 64135
3;1,0,0;4;5b89b7cb1fb2e86c1b9a1c6818733027;02;vtype840;1;1;1;1;4.3;7.084323882539735;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25995.0;840;vtype840;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;60618eab3f2b446be49f726c75789874;02;vtype841;1;1;1;1;4.3;11.825719154313765;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;25997.0;841;vtype841;13467402 19775667 63301
3;1,0,0;4;735f040fa1a7020d5c9ca2d0f375b27d;02;vtype844;1;1;1;1;4.3;8.27201711555204;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26002.0;844;vtype844;13467402 19775667 63301
3;1,0,0;4;3307eeb6a68901fa539468b3fa79b276;02;vtype851;1;1;1;1;4.3;7.7982768635386535;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26017.602000000003;851;vtype851;89156519 64129 63402
3;1,0,0;4;1c1329b7f4d9f54638112cf206bc4f00;02;vtype853;1;1;1;1;4.3;6.229192582978794;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26021.0;853;vtype853;64166 64170 64153 70349217 70349218 60141
3;1,0,0;4;ebfae404054e244aea550cb71c249f30;02;vtype855;1;1;1;1;4.3;11.162711403462605;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26025.746000000003;855;vtype855;63660 60900 61301 61307 64063
3;1,0,0;4;7dac565458e8f44a219b24ea9026e2ac;02;vtype856;1;1;1;1;4.3;13.0638621682828;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26027.0;856;vtype856;19775516 19775515
3;1,0,0;4;f5de51cc57aa3f3753b5895d55f13d27;02;vtype858;1;1;1;1;4.3;8.194653043635066;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26036.0;858;vtype858;64065 62890 62895 62902 62904 62909 63658
3;1,0,0;4;7086ec1627657e77dd032723bd4c120b;01;vtype859;1;1;1;1;4.3;8.618472536721802;1;0.0;1.0;1.7;;;;
;;;;;;;;;;;;;;;;26038.0;859;vtype859;64065 62890 62895 62902 62904 62909 63658
